Scheme Code;Scheme Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
153220;Kotak Nifty SmallCap 250 Index Fund;Direct Plan;IDCW;INF174KA1UL7;INF174KA1UM5;11.855;19-Aug-2026
153223;Kotak Nifty SmallCap 250 Index Fund;Direct Plan;Growth;INF174KA1UK9;;11.855;19-Aug-2026
153221;Kotak Nifty SmallCap 250 Index Fund;Regular Plan;Growth;INF174KA1UN3;;11.766;19-Aug-2026
153222;Kotak Nifty SmallCap 250 Index Fund;Regular Plan;IDCW;INF174KA1UO1;INF174KA1UP8;11.766;19-Aug-2026
151649;Kotak Nifty Smallcap 50 Index Fund;Direct Plan;Growth;INF174KA1NB3;;23.036;19-Aug-2026
151650;Kotak Nifty Smallcap 50 Index Fund;Direct Plan;IDCW;INF174KA1NC1;INF174KA1ND9;23.049;19-Aug-2026
151647;Kotak Nifty Smallcap 50 Index Fund;Regular Plan;Growth;INF174KA1MY7;;22.554;19-Aug-2026
151648;Kotak Nifty Smallcap 50 Index Fund;Regular Plan;IDCW;INF174KA1MZ4;INF174KA1NA5;22.554;19-Aug-2026
153461;Kotak Nifty Top 10 Equal Weight Index Fund;Direct Plan;Growth;INF174KA1WD0;;9.056;19-Aug-2026
153462;Kotak Nifty Top 10 Equal Weight Index Fund;Direct Plan;IDCW-Payout and Reinvestment;INF174KA1WE8;INF174KA1WF5;9.056;19-Aug-2026
153463;Kotak Nifty Top 10 Equal Weight Index Fund;Regular Plan;Growth;INF174KA1WG3;;8.973;19-Aug-2026
153464;Kotak Nifty Top 10 Equal Weight Index Fund;Regular Plan;IDCW-Payout and Reinvestment;INF174KA1WH1;INF174KA1WI9;8.973;19-Aug-2026
154145;Kotak Nifty200 Value 30 Index Fund;Direct Plan;Growth;INF174KA1YP0;;9.611;19-Aug-2026
154146;Kotak Nifty200 Value 30 Index Fund;Direct Plan;IDCW;INF174KA1YQ8;INF174KA1YR6;9.611;19-Aug-2026
154148;Kotak Nifty200 Value 30 Index Fund;Regular Plan;Growth;INF174KA1YS4;;9.595;19-Aug-2026
154147;Kotak Nifty200 Value 30 Index Fund;Regular Plan;IDCW;INF174KA1YT2;INF174KA1YU0;9.595;19-Aug-2026
154032;Kotak Nifty500 Momentum 50 Index Fund;Direct Plan;Growth;INF174KA1YC8;;10.273;19-Aug-2026
154029;Kotak Nifty500 Momentum 50 Index Fund;Direct Plan;IDCW - Payout & Reinvestment;INF174KA1YD6;INF174KA1YE4;10.273;19-Aug-2026
154030;Kotak Nifty500 Momentum 50 Index Fund;Regular Plan;Growth;INF174KA1YF1;;10.249;19-Aug-2026
154031;Kotak Nifty500 Momentum 50 Index Fund;Regular Plan;IDCW - Payout & Reinvestment;INF174KA1YG9;INF174KA1YH7;10.249;19-Aug-2026

LIC Mutual Fund
120308;LIC MF BSE Sensex Index Fund;Direct Plan;Growth;INF767K01FJ4;;155.2328;19-Aug-2026
120312;LIC MF BSE Sensex Index Fund;Direct Plan;IDCW;INF767K01FI6;INF767K01FK2;52.0415;19-Aug-2026
101199;LIC MF BSE Sensex Index Fund;Regular Plan;Growth;INF767K01139;;144.0918;19-Aug-2026
101198;LIC MF BSE Sensex Index Fund;Regular Plan;IDCW;INF767K01121;INF767K01113;49.3885;19-Aug-2026
120307;LIC MF Nifty 50 Index Fund;Direct Plan;Growth;INF767K01FF2;;144.3302;19-Aug-2026
120309;LIC MF Nifty 50 Index Fund;Direct Plan;IDCW;INF767K01FG0;INF767K01FH8;53.1773;19-Aug-2026
101201;LIC MF Nifty 50 Index Fund;Regular Plan;Growth;INF767K01162;;133.1889;19-Aug-2026
101200;LIC MF Nifty 50 Index Fund;Regular Plan;IDCW;INF767K01154;INF767K01147;49.133;19-Aug-2026
151937;LIC MF Nifty Next 50 Index Fund;Direct Plan;Growth;INF397L01AW2;;60.7358;19-Aug-2026
151938;LIC MF Nifty Next 50 Index Fund;Direct Plan;IDCW;INF397L01AY8;INF397L01AX0;60.7357;19-Aug-2026
151935;LIC MF Nifty Next 50 Index Fund;Regular Plan;Growth;INF397L01174;;55.0419;19-Aug-2026
151936;LIC MF Nifty Next 50 Index Fund;Regular Plan;IDCW;INF397L01166;INF397L01182;55.0419;19-Aug-2026

Navi Mutual Fund
152062;NAVI BSE SENSEX INDEX FUND;Direct Plan;GROWTH;INF959L01HK9;;11.9972;19-Aug-2026
152061;NAVI BSE SENSEX INDEX FUND;Regular Plan;GROWTH;INF959L01HJ1;;11.7602;19-Aug-2026
149039;Navi Nifty 50 Index Fund;Direct Plan;Growth;INF959L01FP2;;15.9053;19-Aug-2026
149040;Navi Nifty 50 Index Fund;Regular Plan;Growth;INF959L01FQ0;;15.7392;19-Aug-2026
152751;Navi Nifty 500 Multicap 50:25:25 Index Fund;Direct Plan;Growth;INF959L01HO1;;10.2747;19-Aug-2026
152750;Navi Nifty 500 Multicap 50:25:25 Index Fund;Regular Plan;Growth;INF959L01HN3;;10.132;19-Aug-2026
149804;Navi Nifty Bank Index Fund;Direct Plan;Growth;INF959L01FT4;;15.1115;19-Aug-2026
149805;Navi Nifty Bank Index Fund;Regular Plan;Growth;INF959L01FU2;;14.6145;19-Aug-2026
150515;Navi Nifty India Manufacturing Index Fund;Direct Plan;Growth;INF959L01GD6;;20.0699;19-Aug-2026
150516;Navi Nifty India Manufacturing Index Fund;Regular Plan;Growth;INF959L01GE4;;19.4708;19-Aug-2026
149892;Navi Nifty Midcap 150 Index Fund;;;INF959L01FX6;;22.0797;19-Aug-2026
149893;Navi Nifty Midcap 150 Index Fund;;;INF959L01FY4;;21.2673;19-Aug-2026
154026;Navi Nifty Midsmallcap 400 Index Fund;Regular Plan;Growth;INF959L01HS2;;10.8167;19-Aug-2026
154027;Navi Nifty Midsmallcap 400 Index Fund;Direct Plan;Growth;INF959L01HR4;;10.8804;19-Aug-2026
149447;Navi Nifty Next 50 Index Fund;Direct Plan;Growth;INF959L01FR8;;17.628;19-Aug-2026
149448;Navi Nifty Next 50 Index Fund;Regular Plan;Growth;INF959L01FS6;;17.175;19-Aug-2026
153362;Navi Nifty Smallcap250 Momentum Quality 100 Index Fund;Direct Plan;Growth;INF959L01HQ6;;12.2137;19-Aug-2026
153363;Navi Nifty Smallcap250 Momentum Quality 100 Index Fund;Regular Plan;Growth;INF959L01HP8;;12.095;19-Aug-2026
152535;Navi NiftyIT Index Fund;Direct Plan;Growth;INF959L01HM5;;9.0812;19-Aug-2026
152536;Navi NiftyIT Index Fund;Regular Plan;Growth;INF959L01HL7;;8.9271;19-Aug-2026

PGIM India Mutual Fund
151407;PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund;Direct Plan;Direct Growth;INF663L01X21;;12.8808;19-Aug-2026
151406;PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund;Direct Plan;Direct IDCW;INF663L01X39;INF663L01X47;10.6525;19-Aug-2026
151404;PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund;Regular Plan;Regular Growth;INF663L01X54;;12.8069;19-Aug-2026
151405;PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund;Regular Plan;Regular IDCW;INF663L01X62;INF663L01X70;10.5884;19-Aug-2026

Sundaram Mutual Fund
149483;Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund);Direct Plan;GROWTH;INF173K01EZ4;;197.0102;19-Aug-2026
149482;Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01EW1;INF173K01EX9;80.4437;19-Aug-2026
149481;Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund);Regular Plan;GROWTH;INF173K01AG2;;186.0322;19-Aug-2026
149480;Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF173K01AH0;INF173K01AI8;75.9388;19-Aug-2026

Taurus Mutual Fund
118881;Taurus Nifty 50 Index Fund;;;INF044D01CQ5;;48.9371;19-Aug-2026
118882;Taurus Nifty 50 Index Fund;;;INF044D01CR3;INF044D01CS1;45.7995;19-Aug-2026
112948;Taurus Nifty 50 Index Fund;;;INF044D01948;;45.8103;19-Aug-2026
112949;Taurus Nifty 50 Index Fund;;;INF044D01914;INF044D01922;29.2078;19-Aug-2026

Open Ended Schemes ( Other Scheme - Gold ETF )


360 ONE Mutual Fund
153357;360 ONE Gold ETF;Direct Plan;GROWTH Option;INF579M01BB5;;148.6356;19-Aug-2026

Axis Mutual Fund
113434;Axis Gold ETF;;;INF846K01W80;;126.8701;19-Aug-2026

Bandhan Mutual Fund
153930;Bandhan Gold ETF;Regular Plan;Growth;INF194KB1KJ7;;152.0548;19-Aug-2026

Baroda BNP Paribas Mutual Fund
152231;Baroda BNP Paribas Gold ETF;Regular Plan;Growth Option;INF251K01SU9;;147.4004;19-Aug-2026

Choice Mutual Fund
153933;Choice Gold ETF;Direct Plan;Growth;INF2KCX01012;;151.1624;19-Aug-2026

DSP Mutual Fund
151737;DSP Gold ETF;;;INF740KA1SW3;;147.9295;19-Aug-2026

HSBC Mutual Fund
154294;HSBC Gold ETF;Direct Plan;Growth;INF336L01RX2;;132.4587;19-Aug-2026

ICICI Prudential Mutual Fund
113076;ICICI Prudential Gold ETF;;;INF109KC1NT3;;130.3983;19-Aug-2026

Kotak Mahindra Mutual Fund
106193;KOTAK GOLD ETF;;;INF174KA1HJ8;;127.1031;19-Aug-2026

LIC Mutual Fund
151961;LIC MF Gold Exchange Traded Fund;;;INF767K01SM1;;137.2158;19-Aug-2026

Quantum Mutual Fund
107693;Quantum Gold ETF;;;INF082J01408;;126.1901;19-Aug-2026

The Wealth Company Mutual Fund
154092;The Wealth Company Gold ETF;Regular Plan;Growth;INF2F0001370;;151.4873;19-Aug-2026

Open Ended Schemes ( Other Scheme - Other  ETFs )


360 ONE Mutual Fund
154366;360 ONE MSCI India ETF;Direct Plan;GROWTH Option;INF579M01BP5;;10.1476;19-Aug-2026
153415;360 ONE Silver ETF;Direct Plan;GROWTH Option;INF579M01BC3;;223.2496;19-Aug-2026

Angel One Mutual Fund
153451;ANGEL ONE NIFTY 1D RATE LIQUID ETF - GROWTH;Direct Plan;Growth;INF1J2R01056;;1073.1994;19-Aug-2026
153531;ANGEL ONE NIFTY 50 ETF;Direct Plan;;INF1J2R01064;;9.9519;19-Aug-2026
153332;ANGEL ONE NIFTY TOTAL MARKET ETF;Direct Plan;;INF1J2R01015;;11.9598;19-Aug-2026
153957;ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 ETF;Direct Plan;;INF1J2R01148;;10.3275;19-Aug-2026

Axis Mutual Fund
151585;Axis BSE Sensex ETF;;;INF846K010Q0;;79.8798;19-Aug-2026
141545;Axis Nifty 50 ETF;;;INF846K01W98;;266.7431;19-Aug-2026
148559;Axis NIFTY Bank ETF;;;INF846K01X63;;591.0691;19-Aug-2026
148934;Axis NIFTY Healthcare ETF;;;INF846K01Z12;;167.1071;19-Aug-2026
149156;Axis NIFTY India Consumption ETF;;;INF846K016C7;;123.5875;19-Aug-2026
148799;Axis NIFTY IT ETF;;;INF846K01Y96;;335.5892;19-Aug-2026
153414;Axis Nifty500 Value 50 ETF;;;INF846KA1119;;32.6799;19-Aug-2026
150610;Axis Silver ETF;;;INF846K011K1;;225.5663;19-Aug-2026

Bajaj Finserv Mutual Fund
152638;Bajaj Finserv Nifty 1D Rate Liquid ETF - Growth;;;INF0QA701854;;1095.1909;19-Aug-2026
152356;Bajaj Finserv Nifty 50 ETF;;;INF0QA701722;;247.9854;19-Aug-2026
152357;Bajaj Finserv Nifty Bank ETF;;;INF0QA701714;;58.2715;19-Aug-2026

Bandhan Mutual Fund
139840;BANDHAN BSE Sensex ETF;Regular Plan;Growth;INF194KA1T91;;837.3547;19-Aug-2026
139839;BANDHAN Nifty 50 ETF;Regular Plan;Growth;INF194KA1U07;;266.2638;19-Aug-2026
153929;Bandhan Silver ETF;Regular Plan;Growth;INF194KB1KI9;;227.5176;19-Aug-2026

Baroda BNP Paribas Mutual Fund
152683;Baroda BNP Paribas Nifty Bank ETF;Regular Plan;Growth Option;INF251K01TL6;;57.7653;19-Aug-2026

DSP Mutual Fund
152555;DSP BSE Liquid Rate ETF;;;INF740KA1UM0;;1140.9312;19-Aug-2026
151886;DSP BSE Sensex ETF;;;INF740KA1SZ6;;79.3901;19-Aug-2026
153228;DSP BSE SENSEX Next 30 ETF;;;INF740KA1VE5;;43.2815;19-Aug-2026
154256;DSP BSE Top 10 Banks ETF;;;INF740KA1YH2;;16.7921;19-Aug-2026
153975;DSP MSCI INDIA ETF;;;INF740KA1WV7;;29.6895;19-Aug-2026
142589;DSP NIFTY 1D Rate Liquid ETF;;;;INF740KA1EU7;1000.0000;19-Aug-2026
149286;DSP Nifty 50 Equal Weight ETF;;;INF740KA1QK2;;344.0419;19-Aug-2026
149392;DSP Nifty 50 ETF;;;INF740KA1CL0;;253.8914;19-Aug-2026
151262;DSP Nifty Bank ETF;;;INF740KA1RX3;;58.6868;19-Aug-2026
154357;DSP Nifty FMCG ETF;;;INF740KA1ZA4;;47.6844;19-Aug-2026
152306;DSP Nifty Healthcare ETF;;;INF740KA1ZG1;;16.5779;19-Aug-2026
151820;DSP Nifty IT ETF;;;INF740KA1SX1;;32.2985;19-Aug-2026
154025;DSP Nifty Midcap 150 ETF;;;INF740KA1WW5;;23.3641;19-Aug-2026
149403;DSP Nifty Midcap 150 Quality 50 ETF;;;INF740KA1ZF3;;25.4606;19-Aug-2026
154087;DSP Nifty Next 50 ETF;;;INF740KA1XU7;;74.3123;19-Aug-2026
151887;DSP Nifty Private Bank ETF;;;INF740KA1TA7;;27.6754;19-Aug-2026
151888;DSP Nifty PSU Bank ETF;;;INF740KA1SY9;;87.1736;19-Aug-2026
154024;DSP Nifty Smallcap 250 ETF;;;INF740KA1WX3;;18.3394;19-Aug-2026
152812;DSP Nifty Top 10 Equal Weight ETF;;;INF740KA1UR9;;87.1717;19-Aug-2026
153874;DSP Nifty500 Flexicap Quality 30 ETF;;;INF740KA1WU9;;10.2180;19-Aug-2026
150523;DSP Silver ETF;;;INF740KA1RE3;;218.7315;19-Aug-2026

ICICI Prudential Mutual Fund
141957;BHARAT 22 ETF;Regular Plan;;INF109KB15Y7;;114.3699;19-Aug-2026
143247;ICICI Prudential BSE 500 ETF;;;INF109KC1V59;;39.5644;19-Aug-2026
153378;ICICI Prudential BSE Liquid Rate ETF - Growth;Regular Plan;Growth;INF109K1A021;;1075.8735;19-Aug-2026
144947;ICICI Prudential BSE Liquid Rate ETF - IDCW;Regular Plan;IDCW;INF109KC1KT9;;1000.0000;19-Aug-2026
139519;ICICI Prudential BSE Midcap Select ETF;;;INF109KC10W0;;19.8071;19-Aug-2026
101705;ICICI Prudential BSE Sensex ETF;;;INF346A01034;;885.1513;19-Aug-2026
151196;ICICI Prudential Nifty 10 yr Benchmark G-sec ETF;;;INF109KC18O0;;265.0695;19-Aug-2026
123004;ICICI Prudential Nifty 100 ETF;;;INF109KC16V9;;28.1954;19-Aug-2026
141596;ICICI Prudential Nifty 100 Low Volatility 30 ETF;;;INF109KC19U5;;22.2966;19-Aug-2026
150455;ICICI Prudential Nifty 200 Momentum 30 ETF;;;INF109KC17C7;;31.3307;19-Aug-2026
151907;ICICI Prudential Nifty 200 Quality 30 ETF;;;INF109KC18V5;;21.3018;19-Aug-2026
149928;ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF;;;INF109KC14A8;;66.3874;19-Aug-2026
121366;ICICI Prudential Nifty 50 ETF;;;INF109K012R6;;273.1551;19-Aug-2026
148456;ICICI Prudential Nifty Alpha Low- Volatility 30 ETF;;;INF109KC17V7;;28.1254;19-Aug-2026
149463;ICICI Prudential Nifty Auto ETF;;;INF109KC10V2;;30.2632;19-Aug-2026
147483;ICICI Prudential Nifty Bank ETF;;;INF109KC15I8;;58.8673;19-Aug-2026
151207;ICICI Prudential Nifty Commodities ETF;;;INF109KC19O8;;99.4108;19-Aug-2026
153397;ICICI Prudential Nifty EV & New Age Automotive ETF;;;INF109K1A153;;33.8600;19-Aug-2026
150879;ICICI Prudential Nifty Financial Services Ex-Bank ETF;;;INF109KC17L8;;33.0931;19-Aug-2026
149072;ICICI Prudential Nifty FMCG ETF;;;INF109KC19V3;;51.0438;19-Aug-2026
148957;ICICI Prudential Nifty Healthcare ETF;;;INF109KC1Q72;;168.5168;19-Aug-2026
149285;ICICI Prudential Nifty India Consumption ETF;;;INF109KC1V42;;124.4178;19-Aug-2026
150526;ICICI Prudential Nifty Infrastructure ETF;;;INF109KC16E5;;95.8462;19-Aug-2026
148466;ICICI Prudential Nifty IT ETF;;;INF109KC16I6;;33.8548;19-Aug-2026
152769;ICICI Prudential Nifty Metal ETF;;;INF109KC19W1;;13.1039;19-Aug-2026
147921;ICICI Prudential Nifty Midcap 150 ETF;;;INF109KC11W8;;24.1287;19-Aug-2026
144587;ICICI Prudential Nifty Next 50 ETF;;;INF109KC1NS5;;78.0405;19-Aug-2026
152748;ICICI Prudential Nifty Oil & Gas ETF;;;INF109KC18W3;;11.3515;19-Aug-2026
147530;ICICI Prudential Nifty Private Bank ETF;;;INF109KC18U7;;27.5342;19-Aug-2026
151572;ICICI Prudential Nifty PSU Bank ETF;;;INF109KC10S8;;87.4562;19-Aug-2026
154404;ICICI Prudential Nifty Smallcap 250 ETF;;;INF109K1A476;;18.2650;19-Aug-2026
153617;ICICI Prudential Nifty Top 15 Equal Weight ETF;;;INF109K1A344;;9.8845;19-Aug-2026
152932;ICICI Prudential Nifty200 Value 30 ETF;;;INF109KC16X5;;15.1810;19-Aug-2026
139455;ICICI Prudential Nifty50 Value 20 ETF;;;INF109KC11V0;;13.5526;19-Aug-2026
149464;ICICI PRUDENTIAL SILVER ETF;;;INF109KC1Y56;;226.5116;19-Aug-2026

Kotak Mahindra Mutual Fund
109010;Kotak BSE Sensex ETF;;;INF174KA1JD7;;84.4483;19-Aug-2026
153314;Kotak MSCI India ETF;;;INF174KA1VD2;;29.994;19-Aug-2026
153315;Kotak Nifty 100 Equal Weight ETF;;;INF174KA1UW4;;35.366;19-Aug-2026
150000;Kotak Nifty 100 Low Volatility 30 ETF;;;INF174KA1IY5;;21.25;19-Aug-2026
151358;Kotak Nifty 1D Rate Liquid ETF;;;INF174KA1LV5;;1118.8191;19-Aug-2026
153904;Kotak Nifty 200 Momentum 30 ETF;;;INF174KA1XS6;;30.765;19-Aug-2026
112351;Kotak Nifty 50 ETF;;;INF174K014P6;;267.4485;19-Aug-2026
135744;Kotak Nifty 50 Value 20 ETF;;;INF174KA1ZE1;;13.8955;19-Aug-2026
149397;Kotak Nifty Alpha 50 ETF;;;INF174KA1IA5;;53.4155;19-Aug-2026
133122;Kotak Nifty Bank ETF;;;INF174KA1ZB7;;59.4993;19-Aug-2026
153934;Kotak Nifty Chemicals ETF;;;INF174KA1XV0;;30.508;19-Aug-2026
150492;Kotak Nifty India Consumption ETF;;;INF174KA1ZF8;;12.3571;19-Aug-2026
148763;Kotak Nifty IT ETF;;;INF174KA1GC5;;33.8271;19-Aug-2026
153398;Kotak Nifty Midcap 150 ETF;;;INF174KA1VW2;;23.694;19-Aug-2026
149757;Kotak Nifty Midcap 50 ETF;;;INF174KA1ZC5;;18.6228;19-Aug-2026
150531;Kotak Nifty MNC ETF;;;INF174KA1JF2;;34.1233;19-Aug-2026
154101;Kotak Nifty Next 50 ETF;;;INF174KA1YO3;;74.474;19-Aug-2026
153657;Kotak Nifty200 Quality 30 ETF;;;INF174KA1WT6;;20.885;19-Aug-2026
150948;Kotak Silver ETF;;;INF174KA1ZD3;;22.0139;19-Aug-2026

LIC Mutual Fund
135672;LIC MF BSE Sensex ETF;;;INF767K01OT5;;869.4577;19-Aug-2026
136473;LIC MF Nifty 100 ETF;;;INF767K01PC8;;276.9252;19-Aug-2026
135607;LIC MF Nifty 50 ETF;;;INF767K01OS7;;270.3302;19-Aug-2026
133307;LIC MF Nifty 8-13 yr G-Sec ETF;;;INF767K01MV5;;29.556;19-Aug-2026
152404;LIC MF Nifty Midcap 100 ETF;;;INF767K01RN1;;63.8455;19-Aug-2026

Quantum Mutual Fund
108479;Quantum Nifty 50 ETF;;;INF082J01499;;265.2632;19-Aug-2026

Open Ended Schemes ( Other Scheme - FoF Domestic )


Angel One Mutual Fund
153828;ANGEL ONE GOLD ETF FOF;Regular Plan;Growth;INF1J2R01106;;13.7755;19-Aug-2026
153827;ANGEL ONE GOLD ETF FOF;Direct Plan;Growth;INF1J2R01098;;13.8404;19-Aug-2026
154206;ANGEL ONE SILVER ETF FOF;Direct Plan;Growth;INF1J2R01155;;7.8667;19-Aug-2026
154207;ANGEL ONE SILVER ETF FOF;Regular Plan;Growth;INF1J2R01163;;7.8482;19-Aug-2026

Axis Mutual Fund
154078;Axis Gold and Silver Passive FOF;Direct Plan;Growth Option;INF846KA1408;;10.9326;19-Aug-2026
154077;Axis Gold and Silver Passive FOF;Regular Plan;Growth Option;INF846KA1390;;10.9035;19-Aug-2026
120473;Axis Gold Fund;Direct Plan;Growth option;INF846K01DS2;;47.9103;19-Aug-2026
120472;Axis Gold Fund;Direct Plan;IDCW Option;INF846K01DQ6;INF846K01DR4;47.9550;19-Aug-2026
115897;Axis Gold Fund;Regular Plan;Growth Option;INF846K01AL3;;43.9158;19-Aug-2026
115898;Axis Gold Fund;Regular Plan;IDCW Option;INF846K01AM1;INF846K01AN9;43.9705;19-Aug-2026
149847;Axis Multi Factor Passive FoF;Direct Plan;Growth Option;INF846K011G9;;15.7085;19-Aug-2026
149846;Axis Multi Factor Passive FoF;Direct Plan;IDCW Option;INF846K012G7;INF846K013G5;15.7082;19-Aug-2026
149844;Axis Multi Factor Passive FoF;Regular Plan;Growth Option;INF846K014G3;;15.4872;19-Aug-2026
149845;Axis Multi Factor Passive FoF;Regular Plan;IDCW Option;INF846K015G0;INF846K016G8;15.4881;19-Aug-2026
150618;Axis Silver Fund of Fund;Regular Plan;IDCW Option;INF846K019J6;INF846K010K3;38.0859;19-Aug-2026
150617;Axis Silver Fund of Fund;Regular Plan;Growth Option;INF846K018J8;;38.0873;19-Aug-2026
150616;Axis Silver Fund of Fund;Direct Plan;IDCW Option;INF846K016J2;INF846K017J0;38.8634;19-Aug-2026
150615;Axis Silver Fund of Fund;Direct Plan;Growth Option;INF846K015J4;;38.8639;19-Aug-2026

Bandhan Mutual Fund
118485;Bandhan Aggressive Hybrid Passive FOF;Direct Plan;Growth;INF194K012B6;;54.6527;19-Aug-2026
118484;Bandhan Aggressive Hybrid Passive FOF;Direct Plan;IDCW;INF194K013B4;INF194K014B2;37.6232;19-Aug-2026
112332;Bandhan Aggressive Hybrid Passive FOF;Regular Plan;Growth;INF194K01953;;50.2825;19-Aug-2026
112331;Bandhan Aggressive Hybrid Passive FOF;Regular Plan;IDCW;INF194K01961;INF194K01979;27.4413;19-Aug-2026
118486;Bandhan Conservative Hybrid Passive FOF;Direct Plan;Growth;INF194K016A9;;37.6689;19-Aug-2026
118487;Bandhan Conservative Hybrid Passive FOF;Direct Plan;IDCW;INF194K017A7;INF194K018A5;17.8014;19-Aug-2026
112327;Bandhan Conservative Hybrid Passive FOF;Regular Plan;Growth;INF194K01987;;35.0156;19-Aug-2026
112328;Bandhan Conservative Hybrid Passive FOF;Regular Plan;IDCW;INF194K01995;INF194K01AA1;16.9802;19-Aug-2026
154129;Bandhan Gold ETF FOF;Direct Plan;Growth;INF194KB1KL3;;9.9369;19-Aug-2026
154130;Bandhan Gold ETF FOF;Regular Plan;Growth;INF194KB1KK5;;9.9099;19-Aug-2026
118408;Bandhan Income Plus Arbitrage Active FOF;Direct Plan;Annual IDCW;INF194K01U98;INF194K01U80;15.1268;19-Aug-2026
118409;Bandhan Income Plus Arbitrage Active FOF;Direct Plan;Daily IDCW;;INF194K01V63;12.4404;19-Aug-2026
118414;Bandhan Income Plus Arbitrage Active FOF;Direct Plan;Fortnightly IDCW;INF194K01V55;INF194K01V48;12.3838;19-Aug-2026
118410;Bandhan Income Plus Arbitrage Active FOF;Direct Plan;Growth;INF194K01U72;;49.2585;19-Aug-2026
118411;Bandhan Income Plus Arbitrage Active FOF;Direct Plan;Half Yearly IDCW;INF194K01V14;INF194K01V06;16.3513;19-Aug-2026
131398;Bandhan Income Plus Arbitrage Active FOF;Direct Plan;Periodic IDCW;INF194KA1TV4;INF194KA1TW2;16.9310;19-Aug-2026
118413;Bandhan Income Plus Arbitrage Active FOF;Direct Plan;Quarterly IDCW;INF194K01V30;INF194K01V22;13.0138;19-Aug-2026
118412;Bandhan Income Plus Arbitrage Active FOF;Direct Plan;Weekly IDCW;;INF194K01V71;12.4420;19-Aug-2026
108547;Bandhan Income Plus Arbitrage Active FOF;Regular Plan;Annual IDCW;INF194K01SG0;INF194K01SF2;14.8284;19-Aug-2026
117868;Bandhan Income Plus Arbitrage Active FOF;Regular Plan;Daily IDCW;;INF194K01F55;12.3724;19-Aug-2026
115874;Bandhan Income Plus Arbitrage Active FOF;Regular Plan;Fortnightly IDCW;INF194K01SM8;INF194K01SL0;12.1453;19-Aug-2026
108545;Bandhan Income Plus Arbitrage Active FOF;Regular Plan;Growth;INF194K01SE5;;46.7147;19-Aug-2026
108546;Bandhan Income Plus Arbitrage Active FOF;Regular Plan;Half Yearly IDCW;INF194K01SI6;INF194K01SH8;13.2330;19-Aug-2026
131399;Bandhan Income Plus Arbitrage Active FOF;Regular Plan;Periodic IDCW;INF194KA1TS0;INF194KA1TT8;16.3362;19-Aug-2026
108544;Bandhan Income Plus Arbitrage Active FOF;Regular Plan;Quarterly IDCW;INF194K01SK2;INF194K01SJ4;12.9074;19-Aug-2026
117867;Bandhan Income Plus Arbitrage Active FOF;Regular Plan;Weekly IDCW;;INF194K01F63;12.3768;19-Aug-2026
118489;Bandhan Multi-Asset Passive FOF;Direct Plan;Growth;INF194K019A3;;45.6282;19-Aug-2026
118488;Bandhan Multi-Asset Passive FOF;Direct Plan;IDCW;INF194K010B0;INF194K011B8;21.9175;19-Aug-2026
112329;Bandhan Multi-Asset Passive FOF;Regular Plan;Growth;INF194K01AB9;;42.4437;19-Aug-2026
112330;Bandhan Multi-Asset Passive FOF;Regular Plan;IDCW;INF194K01AC7;INF194K01AD5;20.7978;19-Aug-2026
154136;Bandhan Silver ETF FOF;Direct Plan;Growth;INF194KB1KN9;;7.4295;19-Aug-2026
154135;Bandhan Silver ETF FOF;Regular Plan;Growth;INF194KB1KM1;;7.4093;19-Aug-2026

Baroda BNP Paribas Mutual Fund
153795;Baroda BNP Paribas Gold ETF Fund of Fund;Direct Plan;Growth Option;INF251K01VF4;;15.1196;19-Aug-2026
153794;Baroda BNP Paribas Gold ETF Fund of Fund;Regular Plan;Growth Option;INF251K01VE7;;15.0758;19-Aug-2026
153536;Baroda BNP Paribas Income Plus Arbitrage Active Fund of Funds;Direct Plan;Growth Option;INF251K01UT7;;10.7530;19-Aug-2026
153540;Baroda BNP Paribas Income Plus Arbitrage Active Fund of Funds;Direct Plan;IDCW Option;INF251K01UU5;INF251K01UV3;10.7530;19-Aug-2026
153541;Baroda BNP Paribas Income Plus Arbitrage Active Fund of Funds;Regular Plan;Growth Option;INF251K01UR1;;10.7275;19-Aug-2026
153538;Baroda BNP Paribas Income Plus Arbitrage Active Fund of Funds;Regular Plan;IDCW Option;INF251K01UX9;INF251K01US9;10.7275;19-Aug-2026
